,id,application_date,tot_claim_cnt_l180d,disb_bank_loan_wo_tbc,day_sinlastloan
379,2925589.0,2024-02-13 05:08:33.106000+00:00,-3,-1,-1
380,2925590.0,2024-02-13 05:08:31.931000+00:00,2,0,934
381,2925591.0,2024-02-13 05:08:44.817000+00:00,-3,-1,-1
382,2925592.0,2024-02-13 05:08:45.807000+00:00,-3,-1,-1
383,2925593.0,2024-02-13 05:08:57.660000+00:00,2,0,934
384,2925594.0,2024-02-13 05:08:59.148000+00:00,-3,-1,-1
385,2925595.0,2024-02-13 05:08:57.660000+00:00,2,0,934
386,2925596.0,2024-02-13 05:09:13.171000+00:00,-3,-1,-1
387,2925597.0,2024-02-13 05:09:17.713000+00:00,-3,456374022,186
388,2925598.0,2024-02-13 05:09:24.496000+00:00,-3,-1,-1
389,2925599.0,2024-02-13 05:09:34.385000+00:00,-3,-1,-1
390,2925600.0,2024-02-13 05:09:17.713000+00:00,-3,456374022,186
391,2925601.0,2024-02-13 05:09:36.109000+00:00,-3,-1,-1
392,2925602.0,2024-02-13 05:08:22.709000+00:00,150,4348396530,159
393,2925603.0,2024-02-13 05:09:58.388000+00:00,-3,456374022,186
394,2925604.0,2024-02-13 05:09:59.448000+00:00,-3,-1,-1
395,2925605.0,2024-02-13 05:10:05.943000+00:00,5,11013249426,54
396,2925606.0,2024-02-13 05:09:58.388000+00:00,-3,456374022,186
397,2925607.0,2024-02-13 05:10:05.943000+00:00,5,11013249426,54
398,2925608.0,2024-02-13 05:10:40.902000+00:00,-3,-1,-1
399,2925609.0,2024-02-13 05:10:47.002000+00:00,-3,-1,-1
400,2925610.0,2024-02-13 05:10:40.902000+00:00,-3,-1,-1
401,2925611.0,2024-02-13 05:10:58.163000+00:00,-3,-1,-1
402,2925612.0,2024-02-13 05:11:20.316000+00:00,-3,-1,-1
403,2925613.0,2024-02-13 05:11:20.316000+00:00,-3,-1,-1
404,2925614.0,2024-02-13 05:13:39.766000+00:00,-3,-1,-1
405,2925615.0,2024-02-13 05:14:21.241000+00:00,2,0,-1
406,2925616.0,2024-02-13 05:14:27.978000+00:00,-3,-1,-1
407,2925617.0,2024-02-13 05:14:21.241000+00:00,2,0,-1
408,2925618.0,2024-02-13 05:14:38.642000+00:00,-3,-1,-1
409,2925619.0,2024-02-13 05:14:49.380000+00:00,2,0,-1
410,2925620.0,2024-02-13 05:14:49.380000+00:00,2,0,-1
411,2925621.0,2024-02-13 05:15:24.782000+00:00,-3,-1,-1
412,2925622.0,2024-02-13 05:15:45.322000+00:00,-3,-1,-1
413,2925623.0,2024-02-13 05:15:56.390000+00:00,4,0,-1
414,2925624.0,2024-02-13 05:16:01.522000+00:00,-3,-1,-1
415,2925625.0,2024-02-13 05:15:56.390000+00:00,4,0,-1
416,2925626.0,2024-02-13 05:16:12.825000+00:00,-3,-1,-1
417,2925627.0,2024-02-13 05:16:16.917000+00:00,4,333333500,236
418,2925628.0,2024-02-13 05:16:22.952000+00:00,4,0,-1
419,2925629.0,2024-02-13 05:16:16.917000+00:00,4,333333500,236
420,2925630.0,2024-02-13 05:16:22.952000+00:00,4,0,-1
421,2925631.0,2024-02-13 05:16:39.544000+00:00,-3,-1,-1
422,2925632.0,2024-02-13 05:17:20.966000+00:00,1,0,-1
423,2925633.0,2024-02-13 05:17:26.425000+00:00,-3,-1,-1
424,2925634.0,2024-02-13 05:17:20.966000+00:00,1,0,-1
425,2925635.0,2024-02-13 05:17:37.288000+00:00,-3,-1,-1
426,2925636.0,2024-02-13 05:17:48.255000+00:00,1,0,-1
427,2925637.0,2024-02-13 05:17:48.906000+00:00,-3,-1,-1
428,2925638.0,2024-02-13 05:17:49.143000+00:00,-3,-1,-1
429,2925639.0,2024-02-13 05:17:48.255000+00:00,1,0,-1
430,2925640.0,2024-02-13 05:18:20.297000+00:00,13,0,13
431,2925641.0,2024-02-13 05:18:24.802000+00:00,-3,-1,-1
432,2925642.0,2024-02-13 05:18:25.777000+00:00,-3,-1,-1
433,2925643.0,2024-02-13 05:18:31.076000+00:00,1,591134623,177
434,2925644.0,2024-02-13 05:18:20.297000+00:00,13,0,13
435,2925645.0,2024-02-13 05:18:36.051000+00:00,-3,-1,-1
436,2925646.0,2024-02-13 05:18:38.060000+00:00,-3,-1,-1
437,2925647.0,2024-02-13 05:18:31.076000+00:00,1,591134623,177
438,2925648.0,2024-02-13 05:18:49.577000+00:00,-3,-1,-1
439,2925649.0,2024-02-13 05:18:50.196000+00:00,-3,-1,-1
440,2925650.0,2024-02-13 05:18:57.176000+00:00,2,3369374993,50
441,2925651.0,2024-02-13 05:18:58.229000+00:00,13,0,13
442,2925652.0,2024-02-13 05:18:58.630000+00:00,-3,-1,-1
443,2925653.0,2024-02-13 05:19:03.547000+00:00,1,591134623,177
444,2925654.0,2024-02-13 05:18:57.176000+00:00,2,3369374993,50
445,2925655.0,2024-02-13 05:18:58.229000+00:00,13,0,13
446,2925656.0,2024-02-13 05:19:10.014000+00:00,-3,-1,-1
447,2925657.0,2024-02-13 05:19:03.547000+00:00,1,591134623,177
448,2925658.0,2024-02-13 05:19:20.620000+00:00,-3,-1,-1
449,2925659.0,2024-02-13 05:19:20.692000+00:00,2,3369374993,50
450,2925660.0,2024-02-13 05:19:20.692000+00:00,2,3369374993,50
451,2925661.0,2024-02-13 05:19:31.785000+00:00,13,1947640089,15
452,2925662.0,2024-02-13 05:19:31.785000+00:00,13,1947640089,15
453,2925663.0,2024-02-13 05:19:55.544000+00:00,-3,-1,-1
454,2925664.0,2024-02-13 05:20:12.437000+00:00,10,0,4
455,2925665.0,2024-02-13 05:20:22.589000+00:00,-3,-1,-1
456,2925666.0,2024-02-13 05:20:27.076000+00:00,7,0,370
457,2925667.0,2024-02-13 05:20:32.133000+00:00,-3,-1,-1
458,2925668.0,2024-02-13 05:20:12.437000+00:00,10,0,4
459,2925669.0,2024-02-13 05:20:38.749000+00:00,-3,-1,-1
460,2925670.0,2024-02-13 05:20:27.076000+00:00,7,0,370
461,2925671.0,2024-02-13 05:20:44.029000+00:00,-3,-1,-1
462,2925672.0,2024-02-13 05:20:50.336000+00:00,10,0,4
463,2925673.0,2024-02-13 05:20:57.585000+00:00,7,0,370
464,2925674.0,2024-02-13 05:20:59.942000+00:00,-3,-1,-1
465,2925675.0,2024-02-13 05:20:50.336000+00:00,10,0,4
466,2925676.0,2024-02-13 05:20:57.585000+00:00,7,0,370
467,2925677.0,2024-02-13 05:21:12.622000+00:00,-3,-1,-1
468,2925678.0,2024-02-13 05:21:34.290000+00:00,-3,-1,-1
469,2925679.0,2024-02-13 05:21:55.160000+00:00,2,0,934
470,2925680.0,2024-02-13 05:21:55.160000+00:00,2,0,934
471,2925681.0,2024-02-13 05:22:22.495000+00:00,-3,-1,-1
472,2925682.0,2024-02-13 05:23:20.405000+00:00,-3,-1,-1
473,2925683.0,2024-02-13 05:23:20.583000+00:00,-3,-1,-1
474,2925684.0,2024-02-13 05:23:31.018000+00:00,1,591134623,177
475,2925685.0,2024-02-13 05:23:38.791000+00:00,-3,-1,-1
476,2925686.0,2024-02-13 05:23:31.018000+00:00,1,591134623,177
477,2925687.0,2024-02-13 05:24:02.142000+00:00,7,0,82
478,2925688.0,2024-02-13 05:24:05.611000+00:00,-3,-1,-1
479,2925689.0,2024-02-13 05:24:09.150000+00:00,-3,-1,-1
480,2925690.0,2024-02-13 05:24:10.303000+00:00,-3,-1,-1
481,2925691.0,2024-02-13 05:24:19.128000+00:00,-3,-1,-1
482,2925692.0,2024-02-13 05:24:02.142000+00:00,7,0,82
483,2925693.0,2024-02-13 05:24:21.224000+00:00,-3,-1,-1
484,2925694.0,2024-02-13 05:24:10.303000+00:00,-3,-1,-1
485,2925695.0,2024-02-13 05:24:29.737000+00:00,-3,-1,-1
486,2925696.0,2024-02-13 05:24:33.318000+00:00,7,0,82
487,2925697.0,2024-02-13 05:24:35.334000+00:00,-3,-1,-1
488,2925698.0,2024-02-13 05:24:41.077000+00:00,-3,-1,-1
489,2925699.0,2024-02-13 05:24:33.318000+00:00,7,0,82
490,2925700.0,2024-02-13 05:24:47.667000+00:00,-3,-1,-1
491,2925701.0,2024-02-13 05:24:41.077000+00:00,-3,-1,-1
492,2925702.0,2024-02-13 05:25:12.579000+00:00,-3,-1,-1
493,2925703.0,2024-02-13 05:25:15.262000+00:00,-3,-1,-1
494,2925704.0,2024-02-13 05:25:44.739000+00:00,-3,0,357
495,2925705.0,2024-02-13 05:25:45.156000+00:00,-3,-1,-1
496,2925706.0,2024-02-13 05:25:46.787000+00:00,18,1162641874,27
497,2925707.0,2024-02-13 05:25:50.286000+00:00,-3,-1,-1
498,2925708.0,2024-02-13 05:25:59.706000+00:00,-3,-1,-1
499,2925709.0,2024-02-13 05:25:44.739000+00:00,-3,0,357
500,2925710.0,2024-02-13 05:26:01.789000+00:00,-3,-1,-1
501,2925711.0,2024-02-13 05:25:46.787000+00:00,18,1162641874,27
502,2925712.0,2024-02-13 05:26:17.284000+00:00,1,-1,9
503,2925713.0,2024-02-13 05:26:23.765000+00:00,-3,0,357
504,2925714.0,2024-02-13 05:26:17.284000+00:00,1,-1,9
505,2925715.0,2024-02-13 05:26:33.288000+00:00,-3,-1,-1
506,2925716.0,2024-02-13 05:26:23.765000+00:00,-3,0,357
507,2925717.0,2024-02-13 05:26:41.208000+00:00,8,1361270216,421
508,2925718.0,2024-02-13 05:26:46.822000+00:00,-3,-1,-1
509,2925719.0,2024-02-13 05:26:41.208000+00:00,8,1361270216,421
510,2925720.0,2024-02-13 05:27:04.741000+00:00,2,0,-1
511,2925721.0,2024-02-13 05:27:11.145000+00:00,-3,-1,-1
512,2925722.0,2024-02-13 05:27:04.741000+00:00,2,0,-1
513,2925723.0,2024-02-13 05:27:22.538000+00:00,-3,-1,-1
514,2925724.0,2024-02-13 05:27:34.639000+00:00,2,0,-1
515,2925725.0,2024-02-13 05:27:38.744000+00:00,10,0,4
516,2925726.0,2024-02-13 05:27:41.686000+00:00,-3,-1,-1
517,2925727.0,2024-02-13 05:27:41.786000+00:00,-3,-1,-1
518,2925728.0,2024-02-13 05:27:42.915000+00:00,-3,-1,-1
519,2925729.0,2024-02-13 05:27:44.432000+00:00,-3,-1,-1
520,2925730.0,2024-02-13 05:27:34.639000+00:00,2,0,-1
521,2925731.0,2024-02-13 05:27:38.744000+00:00,10,0,4
522,2925732.0,2024-02-13 05:27:56.034000+00:00,-3,-1,-1
523,2925733.0,2024-02-13 05:27:59.867000+00:00,-3,-1,-1
524,2925734.0,2024-02-13 05:28:10.386000+00:00,10,0,4
525,2925735.0,2024-02-13 05:28:13.166000+00:00,-3,205400000,351
526,2925736.0,2024-02-13 05:28:14.420000+00:00,1,0,-1
527,2925737.0,2024-02-13 05:28:19.986000+00:00,-3,-1,-1
528,2925738.0,2024-02-13 05:28:23.518000+00:00,28,4491314039,56
529,2925739.0,2024-02-13 05:28:10.386000+00:00,10,0,4
530,2925740.0,2024-02-13 05:28:28.169000+00:00,2,1469998800,15
531,2925741.0,2024-02-13 05:28:13.166000+00:00,-3,205400000,351
532,2925742.0,2024-02-13 05:28:31.463000+00:00,-3,-1,-1
533,2925743.0,2024-02-13 05:28:32.317000+00:00,-3,-1,-1
534,2925744.0,2024-02-13 05:28:14.420000+00:00,1,0,-1
535,2925745.0,2024-02-13 05:28:44.832000+00:00,-3,205400000,351
536,2925746.0,2024-02-13 05:28:23.518000+00:00,28,4491314039,56
537,2925747.0,2024-02-13 05:28:28.169000+00:00,2,1469998800,15
538,2925748.0,2024-02-13 05:28:53.024000+00:00,-3,-1,-1
539,2925749.0,2024-02-13 05:28:44.832000+00:00,-3,205400000,351
540,2925750.0,2024-02-13 05:29:03.815000+00:00,5,707319423,223
541,2925751.0,2024-02-13 05:29:14.940000+00:00,-3,-1,-1
542,2925752.0,2024-02-13 05:29:18.463000+00:00,-3,-1,-1
543,2925753.0,2024-02-13 05:29:03.815000+00:00,5,707319423,223
544,2925754.0,2024-02-13 05:29:27.722000+00:00,-3,-1,-1
545,2925755.0,2024-02-13 05:29:40.077000+00:00,5,707319423,223
546,2925756.0,2024-02-13 05:29:53.023000+00:00,-3,-1,-1
547,2925757.0,2024-02-13 05:29:40.077000+00:00,5,707319423,223
548,2925758.0,2024-02-13 05:29:54.284000+00:00,-3,-1,-1
549,2925759.0,2024-02-13 05:29:59.943000+00:00,2,0,-1
550,2925760.0,2024-02-13 05:30:04.819000+00:00,-3,-1,-1
551,2925761.0,2024-02-13 05:30:07.727000+00:00,-3,-1,-1
552,2925762.0,2024-02-13 05:29:59.943000+00:00,2,0,-1
553,2925763.0,2024-02-13 05:30:16.566000+00:00,-3,-1,-1
554,2925764.0,2024-02-13 05:30:24.728000+00:00,3,0,0
555,2925765.0,2024-02-13 05:30:25.550000+00:00,5,0,-1
556,2925766.0,2024-02-13 05:30:25.846000+00:00,-3,-1,-1
557,2925767.0,2024-02-13 05:30:28.283000+00:00,2,0,-1
558,2925768.0,2024-02-13 05:30:33.873000+00:00,-3,-1,-1
559,2925769.0,2024-02-13 05:30:24.728000+00:00,3,0,0
560,2925770.0,2024-02-13 05:30:36.942000+00:00,-3,-1,-1
561,2925771.0,2024-02-13 05:30:28.283000+00:00,2,0,-1
562,2925772.0,2024-02-13 05:30:39.245000+00:00,3,0,1700
563,2925773.0,2024-02-13 05:30:25.550000+00:00,5,0,-1
564,2925774.0,2024-02-13 05:30:44.863000+00:00,-3,-1,-1
565,2925775.0,2024-02-13 05:30:45.861000+00:00,-3,-1,-1
566,2925776.0,2024-02-13 05:30:48.869000+00:00,3,0,0
567,2925777.0,2024-02-13 05:30:50.559000+00:00,-3,-1,-1
568,2925778.0,2024-02-13 05:30:51.861000+00:00,-3,-1,-1
569,2925779.0,2024-02-13 05:30:39.245000+00:00,3,0,1700
570,2925780.0,2024-02-13 05:30:58.146000+00:00,-3,-1,-1
571,2925781.0,2024-02-13 05:30:48.869000+00:00,3,0,0
572,2925782.0,2024-02-13 05:31:03.223000+00:00,-3,-1,-1
573,2925783.0,2024-02-13 05:31:06.422000+00:00,5,0,-1
574,2925784.0,2024-02-13 05:31:08.976000+00:00,-3,-1,-1
575,2925785.0,2024-02-13 05:31:09.444000+00:00,3,0,1700
576,2925786.0,2024-02-13 05:31:06.422000+00:00,5,0,-1
577,2925787.0,2024-02-13 05:31:09.444000+00:00,3,0,1700
578,2925788.0,2024-02-13 05:31:23.896000+00:00,-3,0,299
579,2925789.0,2024-02-13 05:31:29.650000+00:00,-3,-1,-1
580,2925790.0,2024-02-13 05:31:23.896000+00:00,-3,0,299
581,2925791.0,2024-02-13 05:31:40.797000+00:00,-3,-1,-1
582,2925792.0,2024-02-13 05:31:50.507000+00:00,8,0,51
583,2925793.0,2024-02-13 05:31:52.059000+00:00,-3,0,299
584,2925794.0,2024-02-13 05:31:54.163000+00:00,-3,-1,-1
585,2925795.0,2024-02-13 05:31:52.059000+00:00,-3,0,299
586,2925796.0,2024-02-13 05:31:50.507000+00:00,8,0,51
587,2925797.0,2024-02-13 05:32:04.984000+00:00,-3,-1,-1
588,2925798.0,2024-02-13 05:32:22.388000+00:00,-3,-1,-1
589,2925799.0,2024-02-13 05:32:24.984000+00:00,-3,-1,-1
590,2925800.0,2024-02-13 05:32:29.438000+00:00,8,0,51
591,2925801.0,2024-02-13 05:32:29.438000+00:00,8,0,51
592,2925802.0,2024-02-13 05:32:53.811000+00:00,2,0,-1
593,2925803.0,2024-02-13 05:32:56.344000+00:00,-3,-1,-1
594,2925804.0,2024-02-13 05:32:57.149000+00:00,-3,-1,-1
595,2925805.0,2024-02-13 05:33:02.749000+00:00,-3,-1,-1
596,2925806.0,2024-02-13 05:32:53.811000+00:00,2,0,-1
597,2925807.0,2024-02-13 05:33:08.175000+00:00,-3,-1,-1
598,2925808.0,2024-02-13 05:32:56.344000+00:00,-3,-1,-1
599,2925809.0,2024-02-13 05:33:13.711000+00:00,-3,-1,-1
600,2925810.0,2024-02-13 05:33:31.707000+00:00,2,0,-1
601,2925811.0,2024-02-13 05:33:37.831000+00:00,-3,-1,-1
602,2925812.0,2024-02-13 05:33:31.707000+00:00,2,0,-1
603,2925813.0,2024-02-13 05:33:37.831000+00:00,-3,-1,-1
604,2925814.0,2024-02-13 05:34:07.378000+00:00,-3,-1,-1
605,2925815.0,2024-02-13 05:34:16.822000+00:00,-3,-1,-1
606,2925816.0,2024-02-13 05:34:47.759000+00:00,-3,-1,-1
607,2925817.0,2024-02-13 05:34:48.761000+00:00,4,1121317,70
608,2925818.0,2024-02-13 05:34:53.499000+00:00,-3,-1,-1
609,2925819.0,2024-02-13 05:34:58.129000+00:00,-3,-1,807
610,2925820.0,2024-02-13 05:34:48.761000+00:00,4,1121317,70
611,2925821.0,2024-02-13 05:35:04.155000+00:00,-3,-1,-1
612,2925822.0,2024-02-13 05:35:04.664000+00:00,-3,-1,-1
613,2925823.0,2024-02-13 05:34:58.129000+00:00,-3,-1,807
614,2925824.0,2024-02-13 05:35:15.098000+00:00,-3,-1,-1
615,2925825.0,2024-02-13 05:35:28.151000+00:00,-3,-1,-1
616,2925826.0,2024-02-13 05:35:28.167000+00:00,-3,-1,-1
617,2925827.0,2024-02-13 05:35:28.775000+00:00,4,1121317,70
618,2925828.0,2024-02-13 05:35:29.548000+00:00,1,31022042493,68
619,2925829.0,2024-02-13 05:35:32.271000+00:00,-3,-1,-1
620,2925830.0,2024-02-13 05:35:28.775000+00:00,4,1121317,70
621,2925831.0,2024-02-13 05:35:39.248000+00:00,-3,-1,807
622,2925832.0,2024-02-13 05:35:29.548000+00:00,1,31022042493,68
623,2925833.0,2024-02-13 05:35:43.149000+00:00,-3,-1,-1
624,2925834.0,2024-02-13 05:35:39.248000+00:00,-3,-1,807
625,2925835.0,2024-02-13 05:35:54.350000+00:00,1,31022042493,68
626,2925836.0,2024-02-13 05:35:57.485000+00:00,-3,-1,-1
627,2925837.0,2024-02-13 05:35:54.350000+00:00,1,31022042493,68
628,2925838.0,2024-02-13 05:36:09.661000+00:00,12,953687751,74
629,2925839.0,2024-02-13 05:36:09.672000+00:00,6,426275198,139
630,2925840.0,2024-02-13 05:36:15.836000+00:00,-3,-1,-1
631,2925841.0,2024-02-13 05:36:09.672000+00:00,6,426275198,139
632,2925842.0,2024-02-13 05:36:09.661000+00:00,12,953687751,74
633,2925843.0,2024-02-13 05:36:28.514000+00:00,-3,-1,-1
634,2925844.0,2024-02-13 05:36:38.904000+00:00,22,1148778676,54
635,2925845.0,2024-02-13 05:36:43.615000+00:00,12,953687751,74
636,2925846.0,2024-02-13 05:36:44.307000+00:00,-3,-1,-1
637,2925847.0,2024-02-13 05:36:38.904000+00:00,22,1148778676,54
638,2925848.0,2024-02-13 05:36:43.615000+00:00,12,953687751,74
639,2925849.0,2024-02-13 05:36:56.341000+00:00,-3,-1,-1
640,2925850.0,2024-02-13 05:36:59.058000+00:00,-3,-1,-1
641,2925851.0,2024-02-13 05:37:08.694000+00:00,22,1148778676,54
642,2925852.0,2024-02-13 05:37:11.494000+00:00,-3,-1,-1
643,2925853.0,2024-02-13 05:37:08.694000+00:00,22,1148778676,54
644,2925854.0,2024-02-13 05:37:40.622000+00:00,2,250000000,84
645,2925855.0,2024-02-13 05:37:43.505000+00:00,-3,-1,-1
646,2925856.0,2024-02-13 05:37:40.622000+00:00,2,250000000,84
647,2925857.0,2024-02-13 05:37:54.784000+00:00,-3,-1,-1
648,2925858.0,2024-02-13 05:38:18.602000+00:00,2,250000000,84
649,2925859.0,2024-02-13 05:38:20.648000+00:00,-3,-1,-1
650,2925860.0,2024-02-13 05:38:18.602000+00:00,2,250000000,84
651,2925861.0,2024-02-13 05:39:08.634000+00:00,-3,-1,-1
652,2925862.0,2024-02-13 05:39:25.970000+00:00,-3,-1,-1
653,2925863.0,2024-02-13 05:39:40.072000+00:00,-3,-1,-1
654,2925864.0,2024-02-13 05:39:44.543000+00:00,-3,-1,-1
655,2925865.0,2024-02-13 05:39:47.195000+00:00,-3,-1,-1
656,2925866.0,2024-02-13 05:39:47.208000+00:00,-3,-1,-1
657,2925867.0,2024-02-13 05:39:40.072000+00:00,-3,-1,-1
658,2925868.0,2024-02-13 05:39:56.679000+00:00,-3,-1,-1
659,2925869.0,2024-02-13 05:39:57.399000+00:00,5,32700000000,13
660,2925870.0,2024-02-13 05:40:07.629000+00:00,-3,-1,-1
661,2925871.0,2024-02-13 05:40:12.294000+00:00,-3,-1,-1
662,2925872.0,2024-02-13 05:39:57.399000+00:00,5,32700000000,13
663,2925873.0,2024-02-13 05:40:20.702000+00:00,-3,-1,-1
664,2925874.0,2024-02-13 05:40:28.526000+00:00,7,0,370
665,2925875.0,2024-02-13 05:40:30.287000+00:00,9,0,1
666,2925876.0,2024-02-13 05:40:30.312000+00:00,2,0,187
667,2925877.0,2024-02-13 05:40:20.702000+00:00,-3,-1,-1
668,2925878.0,2024-02-13 05:40:36.478000+00:00,-3,-1,-1
669,2925879.0,2024-02-13 05:40:28.526000+00:00,7,0,370
670,2925880.0,2024-02-13 05:40:43.713000+00:00,-3,0,1063
671,2925881.0,2024-02-13 05:40:30.287000+00:00,9,0,1
672,2925882.0,2024-02-13 05:40:30.312000+00:00,2,0,187
673,2925883.0,2024-02-13 05:40:47.751000+00:00,-3,-1,-1
674,2925884.0,2024-02-13 05:40:47.865000+00:00,-3,-1,-1
675,2925885.0,2024-02-13 05:40:50.022000+00:00,-3,-1,-1
676,2925886.0,2024-02-13 05:40:57.528000+00:00,-3,-1,-1
677,2925887.0,2024-02-13 05:40:58.650000+00:00,9,0,1
678,2925888.0,2024-02-13 05:40:43.713000+00:00,-3,0,1063
679,2925889.0,2024-02-13 05:41:00.652000+00:00,-3,-1,-1
680,2925890.0,2024-02-13 05:40:58.650000+00:00,9,0,1
681,2925891.0,2024-02-13 05:41:19.831000+00:00,-3,-1,-1
682,2925892.0,2024-02-13 05:41:25.260000+00:00,-3,0,1063
683,2925893.0,2024-02-13 05:41:30.521000+00:00,13,0,4
684,2925894.0,2024-02-13 05:41:25.260000+00:00,-3,0,1063
685,2925895.0,2024-02-13 05:41:37.195000+00:00,-3,-1,-1
686,2925896.0,2024-02-13 05:41:39.703000+00:00,-3,-1,-1
687,2925897.0,2024-02-13 05:41:30.521000+00:00,13,0,4
688,2925898.0,2024-02-13 05:41:55.775000+00:00,-3,-1,-1
689,2925899.0,2024-02-13 05:42:00.520000+00:00,3,0,0
690,2925900.0,2024-02-13 05:42:01.215000+00:00,1,1483485809,294
691,2925901.0,2024-02-13 05:42:07.558000+00:00,13,0,4
692,2925902.0,2024-02-13 05:42:00.520000+00:00,3,0,0
693,2925903.0,2024-02-13 05:42:07.558000+00:00,13,0,4
694,2925904.0,2024-02-13 05:42:01.215000+00:00,1,1483485809,294
695,2925905.0,2024-02-13 05:42:30.262000+00:00,-3,-1,-1
696,2925906.0,2024-02-13 05:42:33.202000+00:00,-3,-1,-1
697,2925907.0,2024-02-13 05:43:04.731000+00:00,2,0,1330
698,2925908.0,2024-02-13 05:43:12.550000+00:00,-3,-1,-1
699,2925909.0,2024-02-13 05:43:21.082000+00:00,-3,-1,-1
700,2925910.0,2024-02-13 05:43:21.324000+00:00,-3,-1,-1
701,2925911.0,2024-02-13 05:43:04.731000+00:00,2,0,1330
702,2925912.0,2024-02-13 05:43:22.748000+00:00,-3,-1,-1
703,2925913.0,2024-02-13 05:43:24.233000+00:00,-3,-1,-1
704,2925914.0,2024-02-13 05:43:29.909000+00:00,-3,-1,-1
705,2925915.0,2024-02-13 05:43:32.060000+00:00,-3,-1,-1
706,2925916.0,2024-02-13 05:43:35.211000+00:00,-3,-1,-1
707,2925917.0,2024-02-13 05:43:41.556000+00:00,2,0,1330
708,2925918.0,2024-02-13 05:43:44.564000+00:00,-3,-1,-1
709,2925919.0,2024-02-13 05:43:52.547000+00:00,7,0,122
710,2925920.0,2024-02-13 05:43:54.079000+00:00,-3,-1,-1
711,2925921.0,2024-02-13 05:43:41.556000+00:00,2,0,1330
712,2925922.0,2024-02-13 05:43:59.149000+00:00,-3,-1,-1
713,2925923.0,2024-02-13 05:43:59.364000+00:00,-3,-1,-1
714,2925924.0,2024-02-13 05:44:06.645000+00:00,-3,0,1357
715,2925925.0,2024-02-13 05:43:52.547000+00:00,7,0,122
716,2925926.0,2024-02-13 05:43:54.079000+00:00,-3,-1,-1
717,2925927.0,2024-02-13 05:44:09.923000+00:00,-3,-1,-1
718,2925928.0,2024-02-13 05:44:11.658000+00:00,3,3281945205,151
719,2925929.0,2024-02-13 05:44:12.764000+00:00,-3,0,195
720,2925930.0,2024-02-13 05:44:13.328000+00:00,-3,-1,-1
721,2925931.0,2024-02-13 05:44:21.629000+00:00,-3,-1,-1
722,2925932.0,2024-02-13 05:44:22.744000+00:00,-3,-1,-1
723,2925933.0,2024-02-13 05:44:22.868000+00:00,-3,-1,-1
724,2925934.0,2024-02-13 05:44:06.645000+00:00,-3,0,1357
725,2925935.0,2024-02-13 05:44:23.559000+00:00,6,491809096,118
726,2925936.0,2024-02-13 05:44:24.701000+00:00,-3,-1,-1
727,2925937.0,2024-02-13 05:44:12.764000+00:00,-3,0,195
728,2925938.0,2024-02-13 05:44:31.284000+00:00,-3,-1,-1
729,2925939.0,2024-02-13 05:44:11.658000+00:00,3,3281945205,151
730,2925940.0,2024-02-13 05:44:21.629000+00:00,-3,-1,-1
731,2925941.0,2024-02-13 05:44:33.747000+00:00,-3,-1,-1
732,2925942.0,2024-02-13 05:44:34.186000+00:00,-3,-1,-1
733,2925943.0,2024-02-13 05:44:37.477000+00:00,-3,0,1357
734,2925944.0,2024-02-13 05:44:23.559000+00:00,6,491809096,118
735,2925945.0,2024-02-13 05:44:37.477000+00:00,-3,0,1357
736,2925946.0,2024-02-13 05:44:50.151000+00:00,-3,-1,-1
737,2925947.0,2024-02-13 05:44:54.247000+00:00,3,3281945205,151
738,2925948.0,2024-02-13 05:45:02.666000+00:00,2,0,-1
739,2925949.0,2024-02-13 05:44:54.247000+00:00,3,3281945205,151
740,2925950.0,2024-02-13 05:45:07.161000+00:00,-3,-1,-1
741,2925951.0,2024-02-13 05:45:02.666000+00:00,2,0,-1
742,2925952.0,2024-02-13 05:45:17.965000+00:00,-3,-1,-1
743,2925953.0,2024-02-13 05:45:31.940000+00:00,66,3319227081,71
744,2925954.0,2024-02-13 05:45:31.940000+00:00,66,3319227081,71
745,2925955.0,2024-02-13 05:46:08.928000+00:00,2,0,-1
746,2925956.0,2024-02-13 05:46:08.928000+00:00,2,0,-1
747,2925957.0,2024-02-13 05:46:35.477000+00:00,-3,-1,-1
748,2925958.0,2024-02-13 05:46:38.967000+00:00,-3,-1,-1
749,2925959.0,2024-02-13 05:46:51.901000+00:00,-3,-1,-1
750,2925960.0,2024-02-13 05:47:07.460000+00:00,10,4681739639,88
751,2925961.0,2024-02-13 05:47:20.547000+00:00,6,1923205715,168
752,2925962.0,2024-02-13 05:47:23.616000+00:00,6,10435758829,172
753,2925963.0,2024-02-13 05:47:26.181000+00:00,-3,-1,-1
754,2925964.0,2024-02-13 05:47:27.494000+00:00,-3,-1,-1
755,2925965.0,2024-02-13 05:47:07.460000+00:00,10,4681739639,88
756,2925966.0,2024-02-13 05:47:20.547000+00:00,6,1923205715,168
757,2925967.0,2024-02-13 05:47:23.616000+00:00,6,10435758829,172
758,2925968.0,2024-02-13 05:47:38.880000+00:00,-3,-1,-1
759,2925969.0,2024-02-13 05:47:39.325000+00:00,-3,-1,-1
760,2925970.0,2024-02-13 05:47:49.331000+00:00,-3,-1,-1
761,2925971.0,2024-02-13 05:47:50.052000+00:00,6,10435758829,172
762,2925972.0,2024-02-13 05:47:51.398000+00:00,6,1923205715,168
763,2925973.0,2024-02-13 05:47:50.052000+00:00,6,10435758829,172
